500 62
600 62
700 62
800 62
900 62
1000 62
1100 124
1200 62
1300 124
1400 124
1500 62
1600 124
1700 62
1800 187
1900 124
2000 125
2100 187
2200 187
2300 187
2400 124
2500 187
2600 187
2700 249
2800 187
2900 187
3000 249
3100 249
3200 187
3300 249
3400 250
3500 249
3600 312
3700 249
3800 249
3900 312
4000 249
4100 312
4200 312
4300 249
4400 312
4500 312
4600 374
4700 312
4800 312
4900 374
5000 374
5100 312
5200 374
5300 374
5400 374
5500 312
5600 374
5700 374
5800 437
5900 374
6000 437
6100 374
6200 437
6300 437
6400 374
6500 437
6600 437
6700 437
6800 499
6900 437
7000 437
7100 499
7200 499
7300 437
7400 499
7500 499
7600 499
7700 437
7800 562
7900 499
8000 499
8100 499
8200 499
8300 562
8400 499
8500 562
8600 499
8700 562
8800 562
8900 562
9000 562
9100 562
9200 562
9300 562
9400 562
9500 562
9600 562
9700 624
9800 562
9900 624
10000 624
10100 562
10200 624
10300 624
10400 624
10500 624
10600 687
10700 624
10800 624
10900 687
11000 624
11100 687
11200 624
11300 687
11400 687
11500 687
11600 624
11700 687
11800 687
11900 687
12000 687
12100 749
12200 687
12300 687
12400 749
12500 749
12600 624
12700 749
12800 749
12900 749
13000 749
13100 687
13200 687
13300 812
13400 749
13500 749
13600 749
13700 812
13800 749
13900 812
14000 749
14100 812
14200 749
14300 812
14400 749
14500 812
14600 812
14700 874
14800 812
14900 812
15000 874
15100 812
15200 874
15300 812
15400 874
15500 874
15600 812
15700 874
15800 874
15900 812
16000 874
16100 874
16200 937
16300 874
16400 937
16500 937
16600 874
16700 937
16800 937
16900 874
17000 937
17100 937
17200 874
17300 937
17400 937
17500 937
17600 874
17700 937
17800 999
17900 937
18000 999
18100 937
18200 999
18300 937
18400 999
18500 999
18600 999
18700 937
18800 1062
18900 999
19000 999
19100 999
19200 999
19300 1062
19400 999
19500 1062
19600 999
19700 999
19800 999
19900 1061
20000 1062
