500 0
600 0
700 62
800 62
900 0
1000 62
1100 62
1200 62
1300 62
1400 62
1500 124
1600 62
1700 62
1800 124
1900 62
2000 125
2100 124
2200 125
2300 124
2400 124
2500 124
2600 62
2700 187
2800 125
2900 125
3000 187
3100 187
3200 187
3300 124
3400 187
3500 187
3600 187
3700 249
3800 187
3900 187
4000 249
4100 187
4200 250
4300 249
4400 249
4500 249
4600 249
4700 187
4800 249
4900 249
5000 312
5100 249
5200 312
5300 250
5400 312
5500 312
5600 312
5700 312
5800 312
5900 312
6000 312
6100 312
6200 312
6300 374
6400 312
6500 374
6600 374
6700 312
6800 374
6900 374
7000 374
7100 374
7200 312
7300 437
7400 374
7500 374
7600 374
7700 437
7800 437
7900 437
8000 437
8100 437
8200 374
8300 437
8400 437
8500 437
8600 499
8700 437
8800 499
8900 499
9000 437
9100 499
9200 499
9300 499
9400 499
9500 499
9600 562
9700 499
9800 499
9900 562
10000 499
10100 562
10200 499
10300 499
10400 562
10500 562
10600 499
10700 562
10800 562
10900 624
11000 562
11100 624
11200 562
11300 624
11400 562
11500 624
11600 624
11700 562
11800 624
11900 624
12000 624
12100 624
12200 687
12300 624
12400 687
12500 624
12600 687
12700 687
12800 624
12900 687
13000 687
13100 687
13200 687
13300 687
13400 749
13500 687
13600 687
13700 749
13800 687
13900 749
14000 687
14100 749
14200 749
14300 749
14400 749
14500 749
14600 749
14700 749
14800 687
14900 749
15000 749
15100 749
15200 812
15300 749
15400 812
15500 812
15600 812
15700 812
15800 812
15900 812
16000 812
16100 812
16200 749
16300 874
16400 812
16500 812
16600 874
16700 874
16800 874
16900 812
17000 812
17100 874
17200 874
17300 937
17400 874
17500 874
17600 874
17700 937
17800 874
17900 937
18000 874
18100 874
18200 874
18300 937
18400 937
18500 937
18600 937
18700 937
18800 937
18900 937
19000 937
19100 999
19200 937
19300 999
19400 874
19500 999
19600 999
19700 999
19800 999
19900 999
20000 999
