500 0
600 0
700 0
800 62
900 0
1000 0
1100 62
1200 0
1300 0
1400 62
1500 0
1600 62
1700 0
1800 62
1900 62
2000 0
2100 62
2200 62
2300 0
2400 62
2500 62
2600 62
2700 0
2800 62
2900 62
3000 0
3100 62
3200 62
3300 62
3400 62
3500 62
3600 62
3700 124
3800 62
3900 62
4000 125
4100 62
4200 62
4300 124
4400 62
4500 124
4600 124
4700 62
4800 124
4900 62
5000 62
5100 124
5200 62
5300 124
5400 124
5500 62
5600 124
5700 124
5800 125
5900 124
6000 124
6100 187
6200 125
6300 125
6400 124
6500 124
6600 187
6700 124
6800 124
6900 124
7000 125
7100 187
7200 125
7300 187
7400 124
7500 187
7600 187
7700 124
7800 187
7900 187
8000 187
8100 187
8200 187
8300 187
8400 187
8500 187
8600 187
8700 187
8800 187
8900 125
9000 124
9100 249
9200 187
9300 187
9400 250
9500 187
9600 249
9700 187
9800 249
9900 187
10000 249
10100 187
10200 249
10300 249
10400 187
10500 249
10600 249
10700 249
10800 249
10900 249
11000 249
11100 249
11200 249
11300 249
11400 249
11500 249
11600 249
11700 249
11800 312
11900 249
12000 249
12100 249
12200 312
12300 249
12400 312
12500 249
12600 312
12700 249
12800 312
12900 312
13000 249
13100 312
13200 312
13300 312
13400 312
13500 312
13600 312
13700 312
13800 312
13900 312
14000 312
14100 312
14200 374
14300 249
14400 312
14500 374
14600 312
14700 312
14800 312
14900 374
15000 312
15100 374
15200 374
15300 312
15400 374
15500 312
15600 374
15700 374
15800 374
15900 374
16000 374
16100 374
16200 374
16300 374
16400 374
16500 437
16600 374
16700 374
16800 374
16900 437
17000 374
17100 437
17200 312
17300 437
17400 374
17500 437
17600 374
17700 374
17800 437
17900 437
18000 437
18100 437
18200 374
18300 437
18400 437
18500 499
18600 437
18700 437
18800 499
18900 437
19000 499
19100 437
19200 499
19300 437
19400 499
19500 499
19600 499
19700 499
19800 437
19900 437
20000 437
