500 0
600 0
700 62
800 0
900 0
1000 62
1100 0
1200 0
1300 62
1400 0
1500 62
1600 0
1700 62
1800 62
1900 0
2000 62
2100 62
2200 62
2300 0
2400 62
2500 62
2600 62
2700 62
2800 62
2900 62
3000 62
3100 62
3200 62
3300 124
3400 62
3500 62
3600 124
3700 62
3800 62
3900 124
4000 62
4100 124
4200 124
4300 62
4400 124
4500 125
4600 124
4700 125
4800 124
4900 125
5000 125
5100 124
5200 125
5300 124
5400 125
5500 124
5600 124
5700 187
5800 62
5900 124
6000 187
6100 124
6200 187
6300 124
6400 187
6500 124
6600 187
6700 187
6800 187
6900 187
7000 124
7100 187
7200 187
7300 187
7400 187
7500 187
7600 187
7700 187
7800 249
7900 187
8000 187
8100 187
8200 249
8300 187
8400 249
8500 187
8600 249
8700 187
8800 250
8900 187
9000 249
9100 249
9200 249
9300 249
9400 124
9500 249
9600 249
9700 249
9800 250
9900 312
10000 249
10100 249
10200 249
10300 312
10400 249
10500 249
10600 249
10700 249
10800 312
10900 312
11000 249
11100 249
11200 312
11300 249
11400 312
11500 312
11600 312
11700 312
11800 312
11900 312
12000 312
12100 312
12200 312
12300 374
12400 312
12500 312
12600 312
12700 374
12800 312
12900 374
13000 249
13100 374
13200 312
13300 374
13400 374
13500 374
13600 312
13700 374
13800 374
13900 374
14000 374
14100 437
14200 374
14300 374
14400 374
14500 374
14600 437
14700 374
14800 374
14900 437
15000 374
15100 437
15200 374
15300 374
15400 437
15500 374
15600 437
15700 437
15800 437
15900 437
16000 437
16100 437
16200 437
16300 374
16400 437
16500 437
16600 437
16700 499
16800 437
16900 437
17000 499
17100 437
17200 437
17300 499
17400 374
17500 499
17600 499
17700 437
17800 499
17900 499
18000 499
18100 499
18200 499
18300 499
18400 499
18500 499
18600 499
18700 499
18800 499
18900 499
19000 499
19100 562
19200 499
19300 562
19400 499
19500 499
19600 562
19700 562
19800 499
19900 562
20000 562
